,0
PMC7195991,"['Like other coronaviruses, these viruses can be inactivated by lipid solvents, including either (75%), ethanol, chlorine-containing disinfectant, peroxyacetic acid and chloroform except for chlorhexidine [6,8].', 'TreatmentThere is not enough evidence showing whether hydroxychloroquine or chloroquine has a role in the treatment of COVID-19.', 'There are in vitro studies that show both chloroquine and hydroxychloroquine inhibit SARS-CoV-2 in vitro, although hydroxychloroquine appears to be more potent [45].', 'Treatment guidelines from China’s National Health Commission supported the use of chloroquine.', 'A randomized trial of patients with mild COVID-19 pneumonia without hypoxia reported that adding hydroxychloroquine to the standard of care resulted in clinical and laboratory improvement, but there are concerns about the methodology of this study1414Chen Z, Hu J, Zhang Z et al.', 'Efficacy of hydroxychloroquine in patients with COVID-19: Results of a randomized trial.', 'Website www.idsociety.org/COVID19guidelines [accessed 11 April 2020]..There is not a specific dosage recommendation for hydroxychloroquine in pediatric patients.', 'Concurrent use of azithromycin with hydroxychloroquine for treating COVID-19 is not routinely recommended.', 'One study suggested the use of azithromycin in combination with hydroxychloroquine was associated with more rapid resolution of virus detection than hydroxychloroquine alone [48].', 'TreatmentLopinavir ritonavir combination appears to have little to no role in the treatment of SARS-CoV-2 infection.', 'A recent case series of 53 patients with severe COVID-19 pneumonia who received remdesivir under a compassionate-use protocol reported clinical improvement in 68% after a median follow-up of 18 days, with 13% mortality and a generally acceptable toxicity profile [54].', 'It was reported that severe COVID-19 patients had elevated IL-6 levels, and there are case reports which describe good outcomes with tocilizumab [56].', 'Tocilizumab may be recommended for severe COVID-19 patients and patients with high IL6 levels1818Reuters (2020).', 'Effective treatment of severe COVID-19 patients with tocilizumab.']"
PMC7196919,"['The SARS-CoV-2 bio-molecular pathway is based on the recognition of the ACE2 receptor by its spike protein, and priming of its spike protein by the cellular trans-membrane protease, serine 2 (TMPRSS2) facilitating host cell entry and spread [1,11,12].', 'Three patients were additionally enrolled as the control group for placebo.']"
PMC7196921,"['Among them, Remdesivir is a nucleoside analog acting as a polymerase inhibitor that is in clinical development for the treatment of Ebola [20], which seems to have some efficacy for the management of COVID-19 [21].']"
PMC7196923,"['The china international exchange and promotive association for medical and health care (CPAM) recommend using anti-SARS properties of lopinavir and ritonavir capsule for older age COVID-19 patients with the underlying condition and serious symptoms, these capsules should be used for emergency cases (Chu et al., 2004; Huang et al., 2020; Y. H. Jin et al., 2020).', '(2020) reported that two important class of compounds, theophylline and pyrimidone drugs as possible inhibitors of RNA binding to the N terminal domain of N protein of coronavirus, thus opening new avenues for in vitro validations.', 'trypsin and furin), in two sites located at the boundary between the S1 and S2 subunits (S1/S2 site).', 'On the other hand, the HIV-1 protease inhibitors, tipranavir, saquinavir, ritonavir, nelfinavir, lopinavir, indinavir, darunavir, atazanavir, and amprenavir are widely reported to be able to deactivate Mpro (Yang et al., 2003).', 'In this respect, Wilson et al., showed that hexamethylene amiloride inhibitor has shown to block the E-protein ion channel conductance in cell membrane and inhibits replication of the parent coronavirus in cultured cells (Wilson et al., 2006).', 'Further, it can form several hydrogen bonds with the main chain of the residues in the substrate-binding pocket.', 'The hydroxychloroquine has shown a potent efficacy in treating patients with COVID-19 pneumonia.', 'More than hundred patients showed the superiority of chloroquine compared with treatment of standard care in terms of reduction of exacerbation of pneumonia, viral load and symptoms (Chinese Clinical Trial Registry, n.d.; Gao et al., 2020).', 'Colson group have suggested that chloroquine and hydroxychloroquine as available weapons to fight COVID-19 (Colson et al., 2020).', 'In 2014-2017, ivermectin antiviral drug used for phase 3 treatment of dengue infection, daily oral dose significantly reduced in serum level of viral NS1 protein.', 'A coronavirus research at the university of Iowa suggested that Remdesivir antiviral acting much more potential if patient takes it early, patients with mild symptoms (Kai Kupferschmidt & Cohen, 2020).', '(2020) study reported that remdesivir and chloroquine are highly effective in the control of COVID-19 infection in vitro experiments.', 'Azithromycin has been displayed an antiviral property against Zika and Ebola virus in vitro (Bosseboeuf et al., 2018; Madrid et al., 2015; Retallack et al., 2016).', 'Finally, they found that hydroxychloroquine and azithromycin combination have cured the COVID-19 patients but the drawback of this study is used a very small size of survey.', 'Doctor’s team reported, a large doses of the flu drug oseltamivir combined with HIV drugs lopinavir and ritonavir could improve the conditions of several COVID-19 patients at the Rajavithi Hospital in Bangkok (https://www.the-scientist.com/news-opinion/flu-and-anti-hiv-drugs-show-efficacy-against-coronavirus-67052).', 'They found that the combination of three drugs, lopinavir, oseltamivir and ritonavir, showed a better binding energy than that of individual drug, and they reported the protein in complexed with three drugs are stable during the simulations.', 'To study the energetic binding affinity of COVID-19 Mpro with each inhibitor of ritonavir, lopinavir, Azithromycin, hydroxychloroquine, N3, ribavirin and new inhibitors based on free energy calculations.']"
PMC7197521,"['1 proposing the use of hydroxychloroquine (HCQ) for therapeutic and prophylactic purposes against SARS-CoV-2 infection.', '6 HCQ was reported to increase the risk of neuropsychiatric adverse events when used with the antivirals indinavir, nelfinavir and ritonavir (one of the proposed medicines against SARS-CoV-2 infection) or aminoglycoside antibiotics at doses used for treating rheumatic diseases.', '7 Interaction between HCQ and a QT-prolonging agent or a QT-shortening agent (digoxin) also increases the risk of arrhythmias.']"
PMC7197538,"['We report the case of a 33-year-old woman with a 13-year history of ulcerative colitis (UC) on tofacitinib who contracted SARS-CoV-2.', 'She had prior primary nonresponse or secondary loss of response to infliximab, adalimumab, and vedolizumab with persistent severe pancolitis on colonoscopy.', 'Restaging colonoscopy to objectively assess response to tofacitinib was deferred due to cancellation of nonurgent procedures in light of the COVID-19 pandemic.', 'A shared decision-making approach was taken with the patient, and because of her history of poor response to multiple prior therapies and because of symptomatic improvement without holding therapy, the tofacitinib dose of 10 mg twice daily was continued uninterrupted.', '2, 3The case presented here illustrates that in a relatively healthy individual, tofacitinib may not need to be held in patients with COVID-19 without severe disease.', 'Baricitinib, a janus kinase (JAK) inhibitor approved for use in rheumatoid arthritis, has been proposed as a potential therapy for COVID-19 because it disrupts AP2-associated protein kinase 1 (AAK1), which may inhibit SARS-CoV-2 cell entry and its anti-inflammatory effects.', 'Although we cannot definitively say whether tofacitinib played a role in her recovery, it did not appear to be a confounding factor with regard to the severity of COVID-19.', 'We do not suggest that for patients not on tofacitinib that this be initiated, but rather for those already on it that it can potentially be continued during a pandemic.']"
PMC7197554,"['With regards to COVID-19, chloroquine (CQ) and hydroxychloroquine (HCQ) have been identified as possible therapeutic agents potentially useful in combating COVID-19.', '1,2The quinine analogue, CQ received little attention initially due to toxicity in humans.', '1,2An open-label non-randomized clinical trial suggested that HCQ treatment reduces viral load in COVID-19 patients, and this effect is reinforced using azithromycin.', '9The battle to cure COVID-19 is real, but realistic expectations as to the timeline for a cure must also prevail.']"
PMC7197570,"['3Exploration of drugs already introduced into clinical practice inevitably leads to consideration of the potential of colchicine.', '5–8Therefore, it was reasonable that, among others, colchicine would be tested in the context of COVID-19.', 'Indeed, at the present time, four randomized studies regarding colchicine in COVID-19 patients have been announced: (i) COLCORONA (ClinicalTrials.gov Identifier: NCT04322682) will recruit 6000 high-risk outpatients half of whom will be administered colchicine for a month and will assess the composite endpoint of need for hospitalization or mortality; (ii) GRECCO-19 9 (ClinicalTrials.gov Identifier: NCT04326790) will recruit 180 COVID-19 diagnosed patients who will be administered colchicine for up to a maximum of 21 days and will evaluate its effect on prevention of complications (C-reactive protein, troponin, clinical course); (iii) ‘Colchicine Efficacy in COVID-19 Pneumonia’ (ClinicalTrials.gov Identifier: NCT04322565) will assess whether colchicine will result in clinical improvement in a randomized fashion (n = 100); and, finally (iv) the ‘The ECLA PHRI COLCOVID’ Trial (ClinicalTrials.gov Identifier: NCT04328480) aims to recruit 2500 COVID-19 hospitalized patients who will receive colchicine co-administered (or not) with lopinavir/ritonavir.', 'Should colchicine be successful in altering the adverse clinical course or even ameliorate COVID-19 complication is to be proved, keeping the words of William Shakespeare in mind ‘New friends may be poems but old friends are alphabets.']"
PMC7197583,"['20–22 Antipsychotic medications commonly prescribed in schizophrenia, particularly clozapine, appear to be associated with risk of death from pneumonia related to impaired swallowing, sedation, and hypersalivation, which worsen during the immune response due to a feedback loop that increases clozapine concentrations23; while we are unaware of evidence specifically linking clozapine to deaths from coronaviruses, there is at least a hypothetical risk.', '57 Thus, during the pandemic, the frequency of blood monitoring required for clozapine maintenance could be reduced.']"
PMC7197584,"['Remdesivir is a monophosphoramidate prodrug of an adenine nucleotide analogue.', '6 Due to the effectiveness of GS-441524 in interfering with the activity of viral RNA-dependent RNA polymerases and inhibiting viral RNA synthesis, remdesivir is being developed for the treatment of COVID-19, with encouraging preliminary data.', '10–12 Therefore, both for PK studies and for possible future TDM, there is the emerging need for a reliable analytical method for the quantification of remdesivir and its metabolite GS-441524 in human plasma.']"
